brand,name,old_price_reais,old_price_centavos,new_price_reais,new_price_centavos,reviews_rating_number,reviews_amount
POLO BLU,Sapatenis Masculino Kit Tenis Relogio Com Meia Polo,88,02,8,56,4.8,(22)
MIZUNO,Mizuno Wave Mirai 6 Masculino Adultos,529,32,497,56,4.6,(28)
,Tênis Cross Tryd 5400 Academia Caminhada Confortável Leve,99,99,68,99,4.5,(1859)
OLYMPIKUS,Tênis Masculino Olympikus Challenger 5 Caminhada Treino,335,90,256,41,5.0,(4)
,Kit 2 Tênis Academia Caminhada Unisex Oadsey Easy Top,119,90,93,10,4.3,(164)
,Kit Tênis Esportivo It Shoes Masculino + Relógio Digital,169,90,120,62,4.4,(508)
,Tênis Masculino Academia Caminhada Fxb Lançamento Corrida,69,90,23,30,4.4,(566)
ADAPTION,Tênis Para Homem Easy Cor Preto - Adulto Masculino Caminhada,78,33,7,61,,
PROSPECT,Kit 3 Tênis Masculino Prospect Ultra Original Super Promoção,209,90,123,84,,
FILA,Tênis Fila Progress Lite Masculino Preto Academia Treino,262,90,25,49,,
OLYMPIKUS,Tênis Olympikus Challenger 5 Masculino Corrida - Caminhada,333,22,258,24,5.0,(3)
OLYMPIKUS,Olympikus Casual Urbano Ast Masculino Adultos,179,40,17,,4.5,(12)
OLYMPIKUS,Tênis Feminino Olympikus Dynamic Academia Caminhada,249,90,112,45,4.3,(3)
OLYMPIKUS,Olympikus Treino Beats Masculino Adultos,299,17,248,12,4.8,(57)
MIZUNO,Tênis Mizuno Cool Ride Corrida Caminhada Academia | Original,349,90,318,40,4.9,(115)
OUSY SHOES,3 Tênis Esporte Caminhada Leve Easy Masculino Lançamento,199,90,175,91,4.6,(126)
OLYMPIKUS,Tênis Esportivo Masculino Leve Olympikus Rua Original,269,99,203,52,,
ULTRABONE,Tenis Masculino Esportivo Caminhada Fitness Ultrabone Black,99,90,92,90,,
,Sapatenis Kit 3 Pares + Relogio Mais Barato Do Brasil,93,24,88,57,,
STILLUS,Kit 2 Pares Tênis Meia Gola Alta Masculino Stillus Confort,179,90,111,15,4.7,(66)
,Kit Tênis De Academia Corrida Super Leve + Relógio Digital,69,90,62,91,,
ACTVITTA,Tenis Masculino Actvitta Promoção Knit Esportivo 4930.103,209,90,188,91,,
ASCENSION,Tênis Masculino Para Academia Caminhada Corrida Cross ,109,33,36,,4.6,(14)
OLYMPIKUS,Tênis Olympikus Reverso 2 Masculino Castanho Academia,344,90,33,44,,
OLYMPIKUS,Tenis Olympikus Chroma Masculino,234,04,158,65,4.3,(6)
ASICS,Tênis Asisc Reveletion Varias Cores Confortavel Envio Full,125,99,93,10,4.7,(16)
ON RUNNING,On Running Cloudsurfer Masculino Marrom,1.049,99,104,,,
ASICS,"Tênis Asics Gel Nimbus 26 -masculino Azul, Branco E Vermelho",1.199,90,119,,,
OLYMPIKUS,Tênis Masculino Olympikus Urbano Ast Casual,222,11,199,89,4.6,(183)
DM DAMANDO,Combo 2 Pares Tenis Masculino Treino Academia Corrida + Rel,149,90,142,40,4.4,(113)
ADIDAS,Tênis adidas Lite Racer 4.0 - Original,299,99,284,99,,
MIZUNO,Tênis Masculino Mizuno Hawk 5 Original,349,99,257,80,4.5,(11)
PROSPECT,Kit 2 Tênis Masculino Respiral Conforto Para Seus Pés Brinde,105,53,10,26,3.4,(5)
,Tênis Masculino Academia Confortável Macio Corrida Caminhada,69,90,58,24,4.7,(11)
,Tênis Bolsonaro: Expressão Esporte,189,90,31,65,,
OLYMPIKUS,Tênis Olympikus Estilo 2 Preto - Masculino,259,99,166,23,5.0,(14)
ASICS,Tênis Asics Gel Noosa Tri 15 Azul E Verde - Masculino,999,10,899,91,5.0,(1)
HOKA,Tênis Hoka Clifton 8 Masculino,1.099,90,989,91,5.0,(3)
OLYMPIKUS,Tenis Olympikus Masculino Esportivo Amortecedor Original,229,99,206,99,4.7,(3)
NEW BALANCE,Tênis New Balance Fresh Foam X 1080 V12 Homem,999,90,749,92,,
,Tênis Número Especial Esportivo Corrida E Academia 44-48,149,90,112,42,4.2,(92)
OLYMPIKUS,Tenis Masculino Olympikus Dynamic,333,13,242,79,4.8,(342)
LEVE STAR,Tenis Masculino Esportivo Caminhada Academia Corrida Malhar.,78,99,57,95,4.3,(954)
FILA,Tênis Fila Float Maxxi 2 Masculino Original 38/43,771,90,578,92,,
,Sapatilha Híbrida Aquática Pesca Neoprene Trilha Bike Praia,53,67,17,,4.6,(293)
,Tênis Para Corrida Olimpikus Veloz Caminhada Crossfit,99,90,94,90,4.2,(184)
,Tênis Yezy 350 Masculino- Promoção,299,90,33,32,4.7,(15)
ASICS,Tênis Asics Gel-kayano 31 Cinza Vermelho Corrida - Masculino,1.299,99,1.013,31,,
UNDER ARMOUR,Under Armour Spawn 3 Masculino Adultos,301,10,30,,4.7,(35)
,Tênis Cross Tryd 5400 Academia Caminhada Confortável Leve,99,99,68,99,4.5,(1859)
FILA,Tênis Fila Masculino Street Fit Resistênte Confortável,359,80,323,82,4.8,(91)
ASCENSION,Tênis Ortopédico Masculino Feminino Asc Original Calce Fácil,129,90,100,02,4.6,(143)
,Tênis Unissex Para Academia Confortável Leve Corrida Oferta,51,90,44,65,4.7,(7)
OLYMPIKUS,Tênis Olympikus Jogging 100 Caminhada Conforto - Original,189,90,18,46,4.4,(135)
OLYMPIKUS,Tênis Masculino Olimp Confortável Corrida E Caminhada Macio,259,99,166,23,4.7,(21)
OLYMPIKUS,Tênis Olympikus Urano 2 Masculino Original 38/43,216,99,195,29,,
,Tênis Calce Fácil Super Leve Slip-on Lançamento Limitado,129,99,108,30,,
OLYMPIKUS,Olympikus Difuse 2 Sem gênero Adultos,350,50,122,91,4.4,(8)
OLYMPIKUS,Tênis Olympikus Challenger 5 Branco E Cinza - Masculino,299,99,224,99,4.9,(46)
,Tenis Menino Infantil Ad Escolar Esportivo Merks ,57,90,55,35,4.6,(444)
UNDER ARMOUR,Tenis Masculino Under Armour Charged Essential Cushioning,346,65,240,35,4.8,(54)
ASICS,Tênis Asics Gel Sparta 2 Masculino Academia - Fitness,479,90,323,10,4.8,(21)
,Tênis Novo Creation 20 Unissex 33 A 44 Queima De Estoque,199,79,79,91,5.0,(1)
OLYMPIKUS,Tenis Olympikus Beats Preto Masculino Esportivo Original,309,99,294,49,,
OLYMPIKUS,Tênis Olympikus Beats Preto,259,99,25,21,,
ASICS,Tênis Asics Gel Shogun 6 Masculino Corrida - Caminhada,444,33,374,35,5.0,(7)
MIZUNO,Tênis De Corrida Masculino Mizuno Wave Vitality 4,229,99,32,86,4.7,(95)
,Kit 3 Tenis Masculino Super Barato Leve Caminhada Academia.,149,90,14,57,4.8,(5)
LORENZZO LOPEZ,Tênis Masculino Para Academia E Corrida Super Macio E Leve,39,90,13,30,4.5,(30)
OLYMPIKUS,Tênis Olympikus Voa 2 Preto,273,85,30,43,4.9,(34)
ASICS,Tênis Asics Gel-excite 10 Preto/branco Masculino,439,39,43,94,,
FILA,Tênis Fila Masculino Acer Azul Marinho 1104583,279,,31,,,
OLYMPIKUS,Tenis Olympikus Corrida Veloz 2 Masculino,199,90,189,90,,
MIZUNO,Mizuno Wave Vitality 5 Masculino Adultos,511,38,298,30,4.7,(24)
ASICS,Tênis Asics Noosa Tri 16 Preto Corrida Caminhada - Masculino,999,99,789,99,,
ULTRABONE,Kit 2 Pares Tênis Unissex Esportivo Ultra Academia +relógio,159,87,15,54,,
ZEUZ,Tênis Masculino Leve Esportivo Conforto Dia A Dia Elástico,83,10,27,70,4.4,(12)
SKECHERS,Tênis Skechers Go Run Fast Masculino Corrida - Caminhada,333,22,278,24,4.7,(184)
NEW BALANCE,Tênis New Balance Fresh Foam X 1080v13 Azul Running ,1.199,99,851,99,,
OLYMPIKUS,Tênis Olympikus Casual Olimpicos Confortável Pra Corrida Nfe,389,99,274,42,,
REKOBA,Tênis Masculino Rekoba Sport Running Treino Original ,149,90,112,10,4.2,(132)
OLYMPIKUS,Tênis Masculino Olimp Para Corrida E Caminhada Macio E Leve,279,99,222,84,,
OLYMPIKUS,Tênis Olympikus Diffuse 4 Preto E Dourado,199,85,33,31,4.7,(96)
ASICS,Tênis Asics Masculino Feminino Varias Cores Do 34 Ao 43,99,40,9,66,2.8,(8)
OUSY SHOES,2 Pares Tênis Caminhada Academia Easy Ousy Lançamento 2019,179,90,133,93,4.4,(148)
,Tênis Masculino Corrida Esportivo Trekking Academia Promoção,109,90,36,63,4.5,(23)
,Tenis Esporte Corrida Academia Caminhada Conforto + Relogio,60,80,5,91,4.3,(23)
FILA,Tênis Fila Progress Lite Masculino Preto Academia,286,90,31,88,,
POLO JOY,Tenis Masculino Polo Joy Sapatenis Sapato Tamanhos Grandes ,120,,72,,4.8,(213)
,Lançamento Tênis Chunky Snekeaer Couro Cano Medio ,189,90,31,65,4.9,(7)
LORENZZO LOPEZ,Tenis Masculino Caminha E Academia Super Leve Na Promoção,39,90,3,87,4.3,(50)
FILA,Fila Arcade Low Masculino Adultos,379,74,36,,4.7,(29)
DM DAMANDO,Combo 2 Tenis Masculino Academia Esporte C/ Relogio E Meia,159,90,15,54,,
PLAZA,Kit 2 Pares De Tênis Masculino Academia Caminhada Casual Neo,139,90,13,60,4.2,(638)
,Tênis Masculino Confortável Esportivo Fit Academia Caminhada,124,90,31,22,4.4,(8)
ASICS,Asics Novablast 3 LE Masculino Adultos,999,90,749,92,4.8,(18)
UNDER ARMOUR,Under Armour Charged Hit Masculino Adultos,499,99,374,99,4.5,(8)
OLDSEN,Tênis Masculino Para Correr Caminhar Colorado Oferta Barato ,78,90,74,95,4.2,(914)
OLIMPAK,Tênis Masculino Olimpak Para Academia Caminhada Original,109,29,103,82,4.5,(2417)
,Tenis Masculino Para Academia #promoção,77,90,58,42,4.6,(733)
UNDER ARMOUR,Under Armour Charged Hit Masculino Adultos,499,99,374,99,4.5,(8)
,Kit 2  Par De Tenis Masculino Feminino Combo Barato Promoção,148,90,135,49,4.5,(250)
POLO JOY,Combo 2 Pares Tenis Masculino Polo Joy Casual Slip On Iate,169,90,16,51,4.6,(410)
,Tenis Feminino Masculino Meia Caminhada Academia Conforto,69,90,40,85,4.4,(57)
,Tênis Meia Masculino E Feminino Sem Cadarço Confortável,79,90,7,77,4.8,(136)
,Tenis Sapatilha Neoprene Bike Pesca Unissex Top Promoção ,52,33,17,,4.6,(550)
OLDSEN,Tenis Corrida Casual Insanity Leve Confortável Macio 34-43,63,90,6,21,4.5,(328)
,Tênis Masculino Tamanho Especial Revior Original,149,90,112,42,4.4,(211)
OLDSEN,Tênis Masculino Jaguar Oldsen Treino Corrida Promoção Top,78,97,7,68,4.4,(3053)
OLYMPIKUS,Tênis Olympikus Perfect 3 Unissex,139,99,35,,4.8,(36)
OLYMPIKUS,Tênis Olympikus Estilo 2 Preto,199,90,33,32,4.3,(47)
PROSPECT,Kit 3 Tênis Masculino Prospect Fly Caminhada Academia Leve,209,90,134,33,4.6,(40)
OLYMPIKUS,Tênis Olympikus Soma Masculino Corrida - Caminhada,222,11,172,13,4.8,(23)
,Tenis Ortopedico Masculino Corrida Caminhada Academia Treino,131,10,12,74,4.4,(15)
SIX STREET,Tenis Six Street Basquete Charge - Vermelho E Cinza + Brinde,255,30,31,91,4.8,(19)
ASCENSION,Tênis Masculino Esportivo Macio Tamanho Grande Asc 45 A 48,149,90,125,40,4.6,(8)
SKECHERS,Tenis Skechers Go Walk 6 Ref 216202br Masculino,405,47,304,,5.0,(2)
RAYON,Tênis Masculino 3 Pares  Academia Atacado Promoção Barato,184,99,174,99,4.6,(274)
ON RUNNING,On Running Cloudrunner 2 Masculino Eclipse Black,999,85,96,,,
,Tênis Refletivo Masculino & Feminino Amortecimento 12 Molas,74,90,24,97,3.7,(3)
,Tenis Masculino  Academia Confortável Caminhada Macio Barato,90,20,80,27,4.5,(53)
ADAPTION,Kit 2 Pares De Tenis Masculino Adaption Academia Limited ,129,90,12,63,4.1,(276)
SALOMON,Salomon Patrol Masculino Adultos,599,90,58,16,4.3,(3)
REEBOK,Tênis Reebok Lavante Trail 2 Masculino,649,90,349,84,5.0,(7)
OLYMPIKUS,Tênis Olympikus Estilo 2 Preto,209,90,34,98,4.8,(20)
MIZUNO,Tênis Mizuno Masculino Jet Corrida 7 Caminhada Esportivo,299,99,33,33,,
SAPATOFRAN,Tênis Sapatilha Náutica Masculina Aquática + Relógio Slim,129,90,84,55,,
OLYMPIKUS,Tênis Olympikus Rua Masculino Preto Treino Academia,239,90,23,32,,
OLYMPIKUS,Tênis Olympikus Clic Masculino Preto,249,10,224,01,,
OLYMPIKUS,Tênis Olympikus Rua Masculino Preto Academia Treino,259,90,32,49,,
SIX STREET,Tênis Six Street Infinity  Esporte Basquete Corrida Original,298,90,33,21,5.0,(2)
FILA,Tenis Fila Racer Nairobi Masculino-marinho/cinza/branco,329,06,263,24,4.3,(6)
PROSPECT,Kit 2 Tênis Masculino Prospect Speed Confortável Promoção,139,90,99,32,4.3,(7)
OLYMPIKUS,Tênis Olympikus Orbita Caminhada Treino Corrida Academia,189,90,18,46,,
SKECHERS,Tênis Skechers Go Run Fast Valor Masculino,349,90,259,35,4.9,(65)
,Tênis Meia Masculino E Feminino Sem Cadarço Confortável,62,90,6,11,4.7,(238)
BAD FISH,Tênis Track Sapatilha Bad Fish Antiderrapante Pesca Preto,206,99,20,12,,
OLYMPIKUS,Olympikus Caminhada Cygnus Masculino Adultos,189,90,31,65,4.8,(987)
ADEX,Tênis Futsal Capoeira Corrida Vôlei Casual Solado Borracha,78,99,75,04,4.5,(70)
WEST,Tênis Kit 2 Pares Mizwest 20 Promoção Masculino Garantia !!1,160,70,15,62,4.1,(437)
ASCENSION,Tênis Lege Total Tamanho Especial Masculino Asc Corrida ,137,67,13,38,3.9,(7)
,Tênis Masculino Academia Advanced Corrida Sport Run Adventur,115,31,38,44,4.8,(70)
OUSY SHOES,Tênis Caminhada Academia Leve Confortável Feminino Masculino,56,25,5,47,4.5,(95)
MORMAII,Tênis Masculino Mormaii Urban Free Marinho E Marrom,169,89,33,98,,
NEW BALANCE,Tênis Masculino New Balance Fuelcell Rebel V4 Corrida,1.099,64,106,,5.0,(9)
OLYMP,Tênis Lançamento Kit 2 Pares Mega Olymp Promoção Sport#,143,90,35,98,4.4,(177)
FILA,Fila Racer Spider Masculino Adultos,311,92,230,85,4.8,(204)
ULTRABONE,Tênis Fitness Esportivo Para Treino Academia Corrida Barato,78,90,69,43,4.2,(5)
ASICS,Tênis Asics Original Casual Gel Couro Academia Macio Barato,299,90,98,96,,
OLYMPIKUS,Tênis Masculino Olympikus Dynamic Lançamento Original + Nf,311,10,223,63,4.8,(114)
UNDER ARMOUR,Tênis Under Armour Spawn 3 Preto,349,90,34,99,4.7,(327)
PUMA,Tenis Masculino Puma Smash Streetwear Casual - Original,399,99,274,85,4.6,(65)
MARATHON,Tênis Esportivo Academia Marathon Max Ok Anti Impacto Leve,299,90,119,96,4.4,(94)
OLDSEN,Tenis Unissex Infantil Jaguar Corrida Academia Treino 34-43,78,90,7,67,4.6,(959)
OUSY SHOES,Kit 3 Tênis Caminhada Training Academia Leve Masculino ,229,90,175,75,4.5,(35)
FILA,Tênis Fila Kr6 Masculino,599,90,341,94,4.7,(376)
FILA,Tenis Masculino Fila Float Laranja Para Corrida Confortavel,699,99,447,99,,
T-SHOES,Tênis Speedcross 3 Trekking Trilha Academia Ciclismo Corrida,178,96,149,90,4.4,(758)
STILLUS,Tênis Unissex Meia Gola Alta Stillus Super Macio,78,90,48,45,4.8,(96)
,Tenis Masculino Esportivo Wave West Boot Confortavel Academi,78,77,7,66,4.3,(19)
EVERLAST,Tenis Masculino Everlast Range Evergrip Macio - Original,274,75,214,30,4.7,(15)
OLYMPIKUS,Olympikus Veloz 3 Masculino Preto ,299,90,33,32,,
OLDSEN,Tenis Masculino Infantil Jaguar De Corrida Academia 34-43,78,90,74,95,4.5,(667)
PLAZA,Kit 2 Pares De Tênis Super Leve Plaza Neo Esportivo +relógio,149,90,14,57,4.2,(429)
HEADER,Kit 2 Tênis Masculino Spider Original Na Caixa Top + Relógio,129,90,12,63,4.3,(25)
,Tênis Esportivo Masculino Academia Corrida Confortável Nl450,98,31,32,77,,
,Tênis Esportivo Academia Corrida Confortável Treino Fitness,86,40,78,62,,
,Kit 2 Pares Tênis Para Treino Academia Corrida Tryd 5400,129,99,12,64,4.5,(83)
OLYMPIKUS,Mega Oferta Olympikus Neblina C/ Nf Lucaisane Tênis,279,99,27,15,4.6,(75)
UNDER ARMOUR,Tenis Masculino Under Armour Tribase Cross Se - Original,612,92,471,94,4.4,(24)
TAYGRA,Tenis Taygra,179,90,35,98,5.0,(6)
EVER WAY,Tênis De Caminhada Confortável Detalhes Em Couro Legitimo,78,90,61,54,4.4,(317)
UZZE,Kit 2 Pares Tênis Meia Feminino Masculino Slip On + Relógio,115,40,38,47,4.3,(24)
OLYMPIKUS,Olympikus CORRIDA Reverso 2 Masculino Adultos,379,99,341,99,4.8,(100)
,Tênis Prophecy 13 Pro Branco Corrida Masculino,499,99,48,47,,
EVERLAST,Tenis Everlast Climber Iii Preto/amarelo,347,82,278,25,,
OLYMPIKUS,Tenis Masculino Olympikus Urano 2 Academia Corrida Original,184,88,17,,5.0,(1)
OLDSEN,Tenis Masculino Unissex Botinha Casual Academia Urbano,78,98,7,68,4.2,(10)
LYND,Tênis Lynd Academia Corrida Treino Gravit Flux 2,229,90,22,35,4.9,(14)
ASICS,Tênis Asics Raiden 4 Preto E Branco Confortável - Masculino,349,99,276,49,,
OLYMPIKUS,Tênis Olympikus Metro Unissex,169,99,34,,5.0,(2)
,Tênis Feminino Novo Creation 20 Unissex 33 Ao 41 Lancamento,199,69,79,87,,
OLYMPIKUS,Olympikus Caminhada Urano 2 Sem gênero Adultos,219,80,31,40,4.8,(2004)
WAVES,Kit 3 Pares De Tênis Para Academia Masculino Promoção Full,219,92,31,42,4.0,(2)
MIZUNO,Tênis De Corrida Masculino Mizuno Wave Legend 3,399,99,40,,4.0,(2)
OLYMPIKUS,Tênis Olympikus Poseidon Unissex,129,99,32,50,4.7,(33)
,Tênis Refletivo 12 Molas Masculino & Feminino Amortecimento ,78,90,26,30,4.4,(110)
STAR,Tênis Lilo E Stitch Com Chaveirinho Confortável Lançamento,69,99,23,33,5.0,(2)
WAVES,Kit 2 Pares Tênis Masculino Para Academia Molas Creation 20,149,91,37,48,,
PUMA,Tênis Puma Masculino Automobilismo Ferrari New / Promoção,179,90,154,85,4.0,(19)
FILA,Tenis Fila Racer T2 S Masculino Corrida Running Triathlon,449,90,395,91,,
SAYMON,Tênis Masculino Fast Run 3.0 Esportivo Academia Lev Adulto,99,99,79,99,,
MIIS,Tênis Novo Creation 20 Unissex 33 A 44 Promoção Lançameto,199,99,89,99,4.3,(9)
STYLL BABY,Tênis Mizun Styll Wave Creation 20 Masculino Tamanho 38 A 45,99,90,33,30,4.4,(25)
RW,Tênis Ultrarange Rw Confortável Lindo Macio Do 34 Ao 43,99,90,33,30,5.0,(4)
ASICS,Tênis Asics Revelation Homem Mulher Couro Caminhada Treino,333,33,99,99,,
MIZUNO,Mizuno Wave Prophecy X Masculino Adultos,398,99,119,69,2.6,(5)
ASICS,Tênis Asics Gt-1000 11 - Masculino - Preto,499,99,50,,,
MIZUNO,Tênis De Corrida Masculino Mizuno Wave Skyrise 4,349,99,35,,,
MIZUNO,Tênis De Corrida Masculino Mizuno Wave Sky 7,499,99,50,,,
,Tênis Masculino Ferrari New Scuderia Confortável Qualidade,199,99,119,99,,
ASICS,Tênis Asics Academia Corrida Treino Macio Barato Fit Run,229,63,137,78,4.7,(3)
ASICS,Kit 2 Pares Tenis Asics Gel Sendai Macio E Confortável,499,94,199,97,,
ASICS,Tênis Asics Academia Casual Treino Macio Barato Oferta Novo,333,33,99,99,,
ASICS,Tênis Asics Academia Corrida Treino Macio Barato 38 Ao 43,300,29,147,,4.0,(13)
FILA,Tênis Fila Recovery Masculino,289,11,32,,,
OLYMPIKUS,Tênis Olympikus Challenger 4 Unissex,179,99,36,,4.6,(17)
OLYMPIKUS,Olympikus Delta Masculino Adultos,154,99,15,07,4.7,(640)
